,year,state,level,total_people_by_state_and_level,total_man_by_state_and_level,total_woman_by_state_and_level,total_people_by_state_and_year,total_man_by_state_and_year,total_woman_by_state_and_year,man_percentage_by_state_and_level,woman_percentage_by_state_and_level,rate_level
271,2005,Veracruz,Menos de 1 s.m.,2775300,2604895,170405,7405879,5656657,1749222,0,0,0
272,2005,Veracruz,M s de 1 hasta 2 s.m.,58275,44743,13532,7405879,5656657,1749222,0,0,0
273,2005,Veracruz,M s de 10 s.m.,1765070,752622,1012448,7405879,5656657,1749222,0,0,0
274,2005,Veracruz,M s de 2 hasta 3 s.m.,848607,835329,13278,7405879,5656657,1749222,0,0,0
275,2005,Veracruz,M s de 3 hasta 5 s.m.,1120788,721437,399351,7405879,5656657,1749222,0,0,0
276,2005,Veracruz,M s de 5 hasta 10 s.m.,232021,173558,58463,7405879,5656657,1749222,0,0,0
277,2005,Veracruz,No especificado,55008,34551,20457,7405879,5656657,1749222,0,0,0
278,2005,Veracruz,No recibe ingresos,423279,390327,32952,7405879,5656657,1749222,0,0,0
279,2005,Yucat n,1 salario m¡nimo,3316,3198,118,2017677,1388541,629136,0,0,0
280,2005,Yucat n,Menos de 1 s.m.,400663,368926,31737,2017677,1388541,629136,0,0,0
281,2005,Yucat n,M s de 1 hasta 2 s.m.,12599,9266,3333,2017677,1388541,629136,0,0,0
282,2005,Yucat n,M s de 10 s.m.,477322,217220,260102,2017677,1388541,629136,0,0,0
283,2005,Yucat n,M s de 2 hasta 3 s.m.,241485,234474,7011,2017677,1388541,629136,0,0,0
284,2005,Yucat n,M s de 3 hasta 5 s.m.,625912,340361,285551,2017677,1388541,629136,0,0,0
285,2005,Yucat n,M s de 5 hasta 10 s.m.,100675,78210,22465,2017677,1388541,629136,0,0,0
286,2005,Yucat n,No especificado,33726,20050,13676,2017677,1388541,629136,0,0,0
287,2005,Yucat n,No recibe ingresos,121979,116836,5143,2017677,1388541,629136,0,0,0
288,2005,Zacatecas,1 salario m¡nimo,13919,13778,141,1420948,1051523,369425,0,0,0
289,2005,Zacatecas,Menos de 1 s.m.,584225,508232,75993,1420948,1051523,369425,0,0,0
290,2005,Zacatecas,M s de 1 hasta 2 s.m.,8984,8266,718,1420948,1051523,369425,0,0,0
291,2005,Zacatecas,M s de 10 s.m.,372686,161840,210846,1420948,1051523,369425,0,0,0
292,2005,Zacatecas,M s de 2 hasta 3 s.m.,186422,184541,1881,1420948,1051523,369425,0,0,0
293,2005,Zacatecas,M s de 3 hasta 5 s.m.,179872,111833,68039,1420948,1051523,369425,0,0,0
294,2005,Zacatecas,M s de 5 hasta 10 s.m.,31475,24487,6988,1420948,1051523,369425,0,0,0
295,2005,Zacatecas,No especificado,6267,3466,2801,1420948,1051523,369425,0,0,0
296,2005,Zacatecas,No recibe ingresos,37098,35080,2018,1420948,1051523,369425,0,0,0
297,2006,Aguascalientes,1 salario m¡nimo,2230,2145,85,1045773,743518,302255,0,0,0
298,2006,Aguascalientes,Menos de 1 s.m.,114855,109476,5379,1045773,743518,302255,0,0,0
299,2006,Aguascalientes,M s de 1 hasta 2 s.m.,5224,3877,1347,1045773,743518,302255,0,0,0
300,2006,Aguascalientes,M s de 10 s.m.,289545,140369,149176,1045773,743518,302255,0,0,0
301,2006,Aguascalientes,M s de 2 hasta 3 s.m.,145377,140426,4951,1045773,743518,302255,0,0,0
302,2006,Aguascalientes,M s de 3 hasta 5 s.m.,350759,233644,117115,1045773,743518,302255,0,0,0
303,2006,Aguascalientes,M s de 5 hasta 10 s.m.,60466,47494,12972,1045773,743518,302255,0,0,0
304,2006,Aguascalientes,No especificado,13884,7906,5978,1045773,743518,302255,0,0,0
305,2006,Aguascalientes,No recibe ingresos,63433,58181,5252,1045773,743518,302255,0,0,0
306,2006,Baja California,1 salario m¡nimo,3998,3711,287,2962321,1975112,987209,0,0,0
307,2006,Baja California,Menos de 1 s.m.,274203,207565,66638,2962321,1975112,987209,0,0,0
308,2006,Baja California,M s de 1 hasta 2 s.m.,28350,23581,4769,2962321,1975112,987209,0,0,0
309,2006,Baja California,M s de 10 s.m.,804395,431669,372726,2962321,1975112,987209,0,0,0
310,2006,Baja California,M s de 2 hasta 3 s.m.,417166,398572,18594,2962321,1975112,987209,0,0,0
311,2006,Baja California,M s de 3 hasta 5 s.m.,1102060,650951,451109,2962321,1975112,987209,0,0,0
312,2006,Baja California,M s de 5 hasta 10 s.m.,109644,77152,32492,2962321,1975112,987209,0,0,0
313,2006,Baja California,No especificado,42866,27411,15455,2962321,1975112,987209,0,0,0
314,2006,Baja California,No recibe ingresos,179639,154500,25139,2962321,1975112,987209,0,0,0
315,2006,Baja California Sur,1 salario m¡nimo,5177,5034,143,537056,399463,137593,0,0,0
316,2006,Baja California Sur,Menos de 1 s.m.,103055,84212,18843,537056,399463,137593,0,0,0
317,2006,Baja California Sur,M s de 1 hasta 2 s.m.,10652,8288,2364,537056,399463,137593,0,0,0
318,2006,Baja California Sur,M s de 10 s.m.,166304,84862,81442,537056,399463,137593,0,0,0
319,2006,Baja California Sur,M s de 2 hasta 3 s.m.,118192,114539,3653,537056,399463,137593,0,0,0
320,2006,Baja California Sur,M s de 3 hasta 5 s.m.,56452,39466,16986,537056,399463,137593,0,0,0
321,2006,Baja California Sur,M s de 5 hasta 10 s.m.,25205,19251,5954,537056,399463,137593,0,0,0
322,2006,Baja California Sur,No especificado,9443,4918,4525,537056,399463,137593,0,0,0
323,2006,Baja California Sur,No recibe ingresos,42576,38893,3683,537056,399463,137593,0,0,0
324,2006,Campeche,1 salario m¡nimo,30774,21474,9300,814025,593243,220782,0,0,0
325,2006,Campeche,Menos de 1 s.m.,245434,231084,14350,814025,593243,220782,0,0,0
326,2006,Campeche,M s de 1 hasta 2 s.m.,4215,3630,585,814025,593243,220782,0,0,0
327,2006,Campeche,M s de 10 s.m.,201293,87468,113825,814025,593243,220782,0,0,0
328,2006,Campeche,M s de 2 hasta 3 s.m.,128728,120909,7819,814025,593243,220782,0,0,0
329,2006,Campeche,M s de 3 hasta 5 s.m.,133213,67003,66210,814025,593243,220782,0,0,0
330,2006,Campeche,M s de 5 hasta 10 s.m.,13654,10461,3193,814025,593243,220782,0,0,0
331,2006,Campeche,No especificado,9744,6818,2926,814025,593243,220782,0,0,0
332,2006,Campeche,No recibe ingresos,46970,44396,2574,814025,593243,220782,0,0,0
333,2006,Chiapas,1 salario m¡nimo,2959,2959,0,4780659,3831029,949630,0,0,0
334,2006,Chiapas,Menos de 1 s.m.,2577604,2460586,117018,4780659,3831029,949630,0,0,0
335,2006,Chiapas,M s de 1 hasta 2 s.m.,24902,20289,4613,4780659,3831029,949630,0,0,0
336,2006,Chiapas,M s de 10 s.m.,858564,316632,541932,4780659,3831029,949630,0,0,0
337,2006,Chiapas,M s de 2 hasta 3 s.m.,464367,454252,10115,4780659,3831029,949630,0,0,0
338,2006,Chiapas,M s de 3 hasta 5 s.m.,501461,265287,236174,4780659,3831029,949630,0,0,0
339,2006,Chiapas,M s de 5 hasta 10 s.m.,126599,105286,21313,4780659,3831029,949630,0,0,0
340,2006,Chiapas,No especificado,21694,12485,9209,4780659,3831029,949630,0,0,0
341,2006,Chiapas,No recibe ingresos,202509,193253,9256,4780659,3831029,949630,0,0,0
342,2006,Chihuahua,1 salario m¡nimo,6997,6344,653,3460405,2466623,993782,0,0,0
343,2006,Chihuahua,Menos de 1 s.m.,519289,497422,21867,3460405,2466623,993782,0,0,0
344,2006,Chihuahua,M s de 1 hasta 2 s.m.,31754,29504,2250,3460405,2466623,993782,0,0,0
345,2006,Chihuahua,M s de 10 s.m.,833379,449715,383664,3460405,2466623,993782,0,0,0
346,2006,Chihuahua,M s de 2 hasta 3 s.m.,418655,402714,15941,3460405,2466623,993782,0,0,0
347,2006,Chihuahua,M s de 3 hasta 5 s.m.,1337460,840146,497314,3460405,2466623,993782,0,0,0
348,2006,Chihuahua,M s de 5 hasta 10 s.m.,110698,74014,36684,3460405,2466623,993782,0,0,0
349,2006,Chihuahua,No especificado,48274,26805,21469,3460405,2466623,993782,0,0,0
350,2006,Chihuahua,No recibe ingresos,153899,139959,13940,3460405,2466623,993782,0,0,0
351,2006,Ciudad de Mxico,1 salario m¡nimo,7712,5427,2285,7904733,5280348,2624385,0,0,0
352,2006,Ciudad de Mxico,Menos de 1 s.m.,79582,68010,11572,7904733,5280348,2624385,0,0,0
353,2006,Ciudad de Mxico,M s de 1 hasta 2 s.m.,89123,73440,15683,7904733,5280348,2624385,0,0,0
354,2006,Ciudad de Mxico,M s de 10 s.m.,2821687,1456787,1364900,7904733,5280348,2624385,0,0,0
355,2006,Ciudad de Mxico,M s de 2 hasta 3 s.m.,848611,815997,32614,7904733,5280348,2624385,0,0,0
356,2006,Ciudad de Mxico,M s de 3 hasta 5 s.m.,2134051,1324759,809292,7904733,5280348,2624385,0,0,0
357,2006,Ciudad de Mxico,M s de 5 hasta 10 s.m.,605389,424653,180736,7904733,5280348,2624385,0,0,0
358,2006,Ciudad de Mxico,No especificado,358945,229704,129241,7904733,5280348,2624385,0,0,0
359,2006,Ciudad de Mxico,No recibe ingresos,959633,881571,78062,7904733,5280348,2624385,0,0,0
360,2006,Coahuila,1 salario m¡nimo,69209,64855,4354,2695523,1947748,747775,0,0,0
361,2006,Coahuila,Menos de 1 s.m.,222105,210799,11306,2695523,1947748,747775,0,0,0
362,2006,Coahuila,M s de 1 hasta 2 s.m.,20005,12107,7898,2695523,1947748,747775,0,0,0
363,2006,Coahuila,M s de 10 s.m.,691901,325546,366355,2695523,1947748,747775,0,0,0
364,2006,Coahuila,M s de 2 hasta 3 s.m.,337158,318951,18207,2695523,1947748,747775,0,0,0
365,2006,Coahuila,M s de 3 hasta 5 s.m.,995875,717056,278819,2695523,1947748,747775,0,0,0
366,2006,Coahuila,M s de 5 hasta 10 s.m.,150061,113851,36210,2695523,1947748,747775,0,0,0
367,2006,Coahuila,No especificado,35712,23701,12011,2695523,1947748,747775,0,0,0
368,2006,Coahuila,No recibe ingresos,173497,160882,12615,2695523,1947748,747775,0,0,0
369,2006,Colima,1 salario m¡nimo,11578,11238,340,639980,448181,191799,0,0,0
370,2006,Colima,Menos de 1 s.m.,135774,116477,19297,639980,448181,191799,0,0,0
371,2006,Colima,M s de 1 hasta 2 s.m.,8059,6184,1875,639980,448181,191799,0,0,0
372,2006,Colima,M s de 10 s.m.,175026,67321,107705,639980,448181,191799,0,0,0
373,2006,Colima,M s de 2 hasta 3 s.m.,99531,96414,3117,639980,448181,191799,0,0,0
374,2006,Colima,M s de 3 hasta 5 s.m.,97919,61123,36796,639980,448181,191799,0,0,0
375,2006,Colima,M s de 5 hasta 10 s.m.,36362,26950,9412,639980,448181,191799,0,0,0
376,2006,Colima,No especificado,11058,7080,3978,639980,448181,191799,0,0,0
377,2006,Colima,No recibe ingresos,64673,55394,9279,639980,448181,191799,0,0,0
378,2006,Durango,1 salario m¡nimo,31340,26885,4455,1521019,1159671,361348,0,0,0
379,2006,Durango,Menos de 1 s.m.,420940,399176,21764,1521019,1159671,361348,0,0,0
380,2006,Durango,M s de 1 hasta 2 s.m.,18347,14411,3936,1521019,1159671,361348,0,0,0
381,2006,Durango,M s de 10 s.m.,348987,143931,205056,1521019,1159671,361348,0,0,0
382,2006,Durango,M s de 2 hasta 3 s.m.,180582,177568,3014,1521019,1159671,361348,0,0,0
383,2006,Durango,M s de 3 hasta 5 s.m.,357643,255418,102225,1521019,1159671,361348,0,0,0
384,2006,Durango,M s de 5 hasta 10 s.m.,44458,37957,6501,1521019,1159671,361348,0,0,0
385,2006,Durango,No especificado,12847,6990,5857,1521019,1159671,361348,0,0,0
386,2006,Durango,No recibe ingresos,105875,97335,8540,1521019,1159671,361348,0,0,0
387,2006,Estado de Mxico,1 salario m¡nimo,20934,19092,1842,14655978,10347302,4308676,0,0,0
388,2006,Estado de Mxico,Menos de 1 s.m.,1215753,1059377,156376,14655978,10347302,4308676,0,0,0
389,2006,Estado de Mxico,M s de 1 hasta 2 s.m.,83891,67605,16286,14655978,10347302,4308676,0,0,0
390,2006,Estado de Mxico,M s de 10 s.m.,4373965,2191786,2182179,14655978,10347302,4308676,0,0,0
391,2006,Estado de Mxico,M s de 2 hasta 3 s.m.,2177886,2121130,56756,14655978,10347302,4308676,0,0,0
392,2006,Estado de Mxico,M s de 3 hasta 5 s.m.,4462142,2858716,1603426,14655978,10347302,4308676,0,0,0
393,2006,Estado de Mxico,M s de 5 hasta 10 s.m.,626737,483598,143139,14655978,10347302,4308676,0,0,0
394,2006,Estado de Mxico,No especificado,271473,181572,89901,14655978,10347302,4308676,0,0,0
395,2006,Estado de Mxico,No recibe ingresos,1423197,1364426,58771,14655978,10347302,4308676,0,0,0
396,2006,Guanajuato,1 salario m¡nimo,8392,7655,737,5604818,3830193,1774625,0,0,0
397,2006,Guanajuato,Menos de 1 s.m.,1065328,927588,137740,5604818,3830193,1774625,0,0,0
398,2006,Guanajuato,M s de 1 hasta 2 s.m.,32233,28212,4021,5604818,3830193,1774625,0,0,0
399,2006,Guanajuato,M s de 10 s.m.,1419802,602317,817485,5604818,3830193,1774625,0,0,0
400,2006,Guanajuato,M s de 2 hasta 3 s.m.,689425,661964,27461,5604818,3830193,1774625,0,0,0
401,2006,Guanajuato,M s de 3 hasta 5 s.m.,1876549,1207693,668856,5604818,3830193,1774625,0,0,0
402,2006,Guanajuato,M s de 5 hasta 10 s.m.,283528,203307,80221,5604818,3830193,1774625,0,0,0
403,2006,Guanajuato,No especificado,48598,27507,21091,5604818,3830193,1774625,0,0,0
404,2006,Guanajuato,No recibe ingresos,180963,163950,17013,5604818,3830193,1774625,0,0,0
405,2006,Guerrero,1 salario m¡nimo,4653,4653,0,3247770,2201433,1046337,0,0,0
406,2006,Guerrero,Menos de 1 s.m.,1335555,1139334,196221,3247770,2201433,1046337,0,0,0
407,2006,Guerrero,M s de 1 hasta 2 s.m.,11023,9580,1443,3247770,2201433,1046337,0,0,0
408,2006,Guerrero,M s de 10 s.m.,714800,223982,490818,3247770,2201433,1046337,0,0,0
409,2006,Guerrero,M s de 2 hasta 3 s.m.,341106,333829,7277,3247770,2201433,1046337,0,0,0
410,2006,Guerrero,M s de 3 hasta 5 s.m.,526872,211619,315253,3247770,2201433,1046337,0,0,0
411,2006,Guerrero,M s de 5 hasta 10 s.m.,97982,79825,18157,3247770,2201433,1046337,0,0,0
412,2006,Guerrero,No especificado,30535,20025,10510,3247770,2201433,1046337,0,0,0
413,2006,Guerrero,No recibe ingresos,185244,178586,6658,3247770,2201433,1046337,0,0,0
414,2006,Hidalgo,1 salario m¡nimo,15800,15800,0,2729981,1958948,771033,0,0,0
415,2006,Hidalgo,Menos de 1 s.m.,936991,771526,165465,2729981,1958948,771033,0,0,0
416,2006,Hidalgo,M s de 1 hasta 2 s.m.,27723,25005,2718,2729981,1958948,771033,0,0,0
417,2006,Hidalgo,M s de 10 s.m.,593203,281364,311839,2729981,1958948,771033,0,0,0
418,2006,Hidalgo,M s de 2 hasta 3 s.m.,312574,308799,3775,2729981,1958948,771033,0,0,0
419,2006,Hidalgo,M s de 3 hasta 5 s.m.,634539,377227,257312,2729981,1958948,771033,0,0,0
420,2006,Hidalgo,M s de 5 hasta 10 s.m.,72123,57489,14634,2729981,1958948,771033,0,0,0
421,2006,Hidalgo,No especificado,21311,14198,7113,2729981,1958948,771033,0,0,0
422,2006,Hidalgo,No recibe ingresos,115717,107540,8177,2729981,1958948,771033,0,0,0
423,2006,Jalisco,1 salario m¡nimo,9270,9270,0,7578599,5130519,2448080,0,0,0
424,2006,Jalisco,Menos de 1 s.m.,1110505,934904,175601,7578599,5130519,2448080,0,0,0
425,2006,Jalisco,M s de 1 hasta 2 s.m.,37379,30742,6637,7578599,5130519,2448080,0,0,0
426,2006,Jalisco,M s de 10 s.m.,2079967,984607,1095360,7578599,5130519,2448080,0,0,0
427,2006,Jalisco,M s de 2 hasta 3 s.m.,1013480,982145,31335,7578599,5130519,2448080,0,0,0
428,2006,Jalisco,M s de 3 hasta 5 s.m.,2441473,1466134,975339,7578599,5130519,2448080,0,0,0
429,2006,Jalisco,M s de 5 hasta 10 s.m.,374357,282211,92146,7578599,5130519,2448080,0,0,0
430,2006,Jalisco,No especificado,88997,52829,36168,7578599,5130519,2448080,0,0,0
431,2006,Jalisco,No recibe ingresos,423171,387677,35494,7578599,5130519,2448080,0,0,0
432,2006,Michoac n,1 salario m¡nimo,1713,1713,0,4594382,3184121,1410261,0,0,0
433,2006,Michoac n,Menos de 1 s.m.,1508045,1274373,233672,4594382,3184121,1410261,0,0,0
434,2006,Michoac n,M s de 1 hasta 2 s.m.,34025,26149,7876,4594382,3184121,1410261,0,0,0
435,2006,Michoac n,M s de 10 s.m.,1193395,459413,733982,4594382,3184121,1410261,0,0,0
436,2006,Michoac n,M s de 2 hasta 3 s.m.,481337,475605,5732,4594382,3184121,1410261,0,0,0
437,2006,Michoac n,M s de 3 hasta 5 s.m.,913794,554464,359330,4594382,3184121,1410261,0,0,0
438,2006,Michoac n,M s de 5 hasta 10 s.m.,174278,144723,29555,4594382,3184121,1410261,0,0,0
439,2006,Michoac n,No especificado,54132,35205,18927,4594382,3184121,1410261,0,0,0
440,2006,Michoac n,No recibe ingresos,233663,212476,21187,4594382,3184121,1410261,0,0,0
441,2006,Morelos,1 salario m¡nimo,2304,1966,338,1710004,1211464,498540,0,0,0
442,2006,Morelos,Menos de 1 s.m.,358481,325002,33479,1710004,1211464,498540,0,0,0
443,2006,Morelos,M s de 1 hasta 2 s.m.,17105,13853,3252,1710004,1211464,498540,0,0,0
444,2006,Morelos,M s de 10 s.m.,529510,232355,297155,1710004,1211464,498540,0,0,0
445,2006,Morelos,M s de 2 hasta 3 s.m.,294175,288893,5282,1710004,1211464,498540,0,0,0
446,2006,Morelos,M s de 3 hasta 5 s.m.,335613,199165,136448,1710004,1211464,498540,0,0,0
447,2006,Morelos,M s de 5 hasta 10 s.m.,46537,36467,10070,1710004,1211464,498540,0,0,0
448,2006,Morelos,No especificado,13696,9297,4399,1710004,1211464,498540,0,0,0
449,2006,Morelos,No recibe ingresos,112583,104466,8117,1710004,1211464,498540,0,0,0
450,2006,Nacional,1 salario m¡nimo,684391,614539,69852,112132939,78893838,33239101,0,0,0
451,2006,Nacional,Menos de 1 s.m.,24506670,21495166,3011504,112132939,78893838,33239101,0,0,0
452,2006,Nacional,M s de 1 hasta 2 s.m.,800645,645153,155492,112132939,78893838,33239101,0,0,0
453,2006,Nacional,M s de 10 s.m.,29258687,13353258,15905429,112132939,78893838,33239101,0,0,0
454,2006,Nacional,M s de 2 hasta 3 s.m.,14157868,13726449,431419,112132939,78893838,33239101,0,0,0
455,2006,Nacional,M s de 3 hasta 5 s.m.,29122296,17730948,11391348,112132939,78893838,33239101,0,0,0
456,2006,Nacional,M s de 5 hasta 10 s.m.,4702020,3525965,1176055,112132939,78893838,33239101,0,0,0
457,2006,Nacional,No especificado,1601495,1017238,584257,112132939,78893838,33239101,0,0,0
458,2006,Nacional,No recibe ingresos,7298867,6785122,513745,112132939,78893838,33239101,0,0,0
459,2006,Nayarit,1 salario m¡nimo,2347,2228,119,1057545,751816,305729,0,0,0
460,2006,Nayarit,Menos de 1 s.m.,340091,316625,23466,1057545,751816,305729,0,0,0
461,2006,Nayarit,M s de 1 hasta 2 s.m.,7534,5690,1844,1057545,751816,305729,0,0,0
462,2006,Nayarit,M s de 10 s.m.,317542,117546,199996,1057545,751816,305729,0,0,0
463,2006,Nayarit,M s de 2 hasta 3 s.m.,136097,133423,2674,1057545,751816,305729,0,0,0
464,2006,Nayarit,M s de 3 hasta 5 s.m.,151016,87959,63057,1057545,751816,305729,0,0,0
465,2006,Nayarit,M s de 5 hasta 10 s.m.,41028,31682,9346,1057545,751816,305729,0,0,0
466,2006,Nayarit,No especificado,7663,4516,3147,1057545,751816,305729,0,0,0
467,2006,Nayarit,No recibe ingresos,54227,52147,2080,1057545,751816,305729,0,0,0
468,2006,Nuevo Le¢n,1 salario m¡nimo,16147,15186,961,4704869,3386052,1318817,0,0,0
469,2006,Nuevo Le¢n,Menos de 1 s.m.,182134,165882,16252,4704869,3386052,1318817,0,0,0
470,2006,Nuevo Le¢n,M s de 1 hasta 2 s.m.,36584,24497,12087,4704869,3386052,1318817,0,0,0
471,2006,Nuevo Le¢n,M s de 10 s.m.,1179429,577241,602188,4704869,3386052,1318817,0,0,0
472,2006,Nuevo Le¢n,M s de 2 hasta 3 s.m.,685567,657675,27892,4704869,3386052,1318817,0,0,0
473,2006,Nuevo Le¢n,M s de 3 hasta 5 s.m.,1815295,1293267,522028,4704869,3386052,1318817,0,0,0
474,2006,Nuevo Le¢n,M s de 5 hasta 10 s.m.,288329,214847,73482,4704869,3386052,1318817,0,0,0
475,2006,Nuevo Le¢n,No especificado,96665,67464,29201,4704869,3386052,1318817,0,0,0
476,2006,Nuevo Le¢n,No recibe ingresos,404719,369993,34726,4704869,3386052,1318817,0,0,0
477,2006,Oaxaca,1 salario m¡nimo,18346,16561,1785,4291640,2832576,1459064,0,0,0
478,2006,Oaxaca,Menos de 1 s.m.,2074693,1698759,375934,4291640,2832576,1459064,0,0,0
479,2006,Oaxaca,M s de 1 hasta 2 s.m.,7734,6745,989,4291640,2832576,1459064,0,0,0
480,2006,Oaxaca,M s de 10 s.m.,798388,235183,563205,4291640,2832576,1459064,0,0,0
481,2006,Oaxaca,M s de 2 hasta 3 s.m.,389092,381424,7668,4291640,2832576,1459064,0,0,0
482,2006,Oaxaca,M s de 3 hasta 5 s.m.,702603,230602,472001,4291640,2832576,1459064,0,0,0
483,2006,Oaxaca,M s de 5 hasta 10 s.m.,90211,74174,16037,4291640,2832576,1459064,0,0,0
484,2006,Oaxaca,No especificado,30389,13809,16580,4291640,2832576,1459064,0,0,0
485,2006,Oaxaca,No recibe ingresos,180184,175319,4865,4291640,2832576,1459064,0,0,0
486,2006,Puebla,1 salario m¡nimo,41671,41671,0,6699266,4355520,2343746,0,0,0
487,2006,Puebla,Menos de 1 s.m.,2103089,1600210,502879,6699266,4355520,2343746,0,0,0
488,2006,Puebla,M s de 1 hasta 2 s.m.,11897,7882,4015,6699266,4355520,2343746,0,0,0
489,2006,Puebla,M s de 10 s.m.,1556511,652618,903893,6699266,4355520,2343746,0,0,0
490,2006,Puebla,M s de 2 hasta 3 s.m.,580908,568434,12474,6699266,4355520,2343746,0,0,0
491,2006,Puebla,M s de 3 hasta 5 s.m.,1794171,979182,814989,6699266,4355520,2343746,0,0,0
492,2006,Puebla,M s de 5 hasta 10 s.m.,230257,161875,68382,6699266,4355520,2343746,0,0,0
493,2006,Puebla,No especificado,51943,34516,17427,6699266,4355520,2343746,0,0,0
494,2006,Puebla,No recibe ingresos,328819,309132,19687,6699266,4355520,2343746,0,0,0
495,2006,Queretaro,1 salario m¡nimo,7507,7351,156,1746188,1194075,552113,0,0,0
496,2006,Queretaro,Menos de 1 s.m.,214784,186495,28289,1746188,1194075,552113,0,0,0
497,2006,Queretaro,M s de 1 hasta 2 s.m.,8119,6921,1198,1746188,1194075,552113,0,0,0
498,2006,Queretaro,M s de 10 s.m.,414392,179887,234505,1746188,1194075,552113,0,0,0
499,2006,Queretaro,M s de 2 hasta 3 s.m.,279935,269183,10752,1746188,1194075,552113,0,0,0
500,2006,Queretaro,M s de 3 hasta 5 s.m.,609477,367862,241615,1746188,1194075,552113,0,0,0
501,2006,Queretaro,M s de 5 hasta 10 s.m.,75853,58100,17753,1746188,1194075,552113,0,0,0
502,2006,Queretaro,No especificado,28406,18969,9437,1746188,1194075,552113,0,0,0
503,2006,Queretaro,No recibe ingresos,107715,99307,8408,1746188,1194075,552113,0,0,0
504,2006,Quintana Roo,1 salario m¡nimo,1821,1691,130,1095388,771133,324255,0,0,0
505,2006,Quintana Roo,Menos de 1 s.m.,127485,116317,11168,1095388,771133,324255,0,0,0
506,2006,Quintana Roo,M s de 1 hasta 2 s.m.,17027,15316,1711,1095388,771133,324255,0,0,0
507,2006,Quintana Roo,M s de 10 s.m.,364238,161099,203139,1095388,771133,324255,0,0,0
508,2006,Quintana Roo,M s de 2 hasta 3 s.m.,236672,224184,12488,1095388,771133,324255,0,0,0
509,2006,Quintana Roo,M s de 3 hasta 5 s.m.,156482,89832,66650,1095388,771133,324255,0,0,0
510,2006,Quintana Roo,M s de 5 hasta 10 s.m.,55607,41392,14215,1095388,771133,324255,0,0,0
511,2006,Quintana Roo,No especificado,20951,13933,7018,1095388,771133,324255,0,0,0
